식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그
머스타드,마포구,N,Y,N,N,N,
츄로스타,서초구,N,N,N,Y,N,
노가리와호프,마포구,N,N,N,N,N,
여기가좋겠네,서대문구,N,N,N,N,N,
둘둘치킨,성동구,N,N,N,Y,N,
진짜루,서대문구,N,N,N,N,N,안심식당
탐스칼국수,마포구,N,N,N,N,N,트립어드바이저
치킨매니아,서초구,N,N,N,Y,N,
술개구리,마포구,N,Y,N,N,N,
꼬꼬야닭먹자,서대문구,N,N,N,Y,Y,
제주왕삼겹찌개마을,성동구,N,N,N,N,N,트립어드바이저
바라티에,마포구,N,N,N,N,N,
이돈집,성동구,N,N,N,N,N,
7호포차,서대문구,Y,Y,N,N,Y,
김밥25,서초구,N,N,N,N,N,
시실리,마포구,N,N,N,N,N,블루리본
탄,강남구,N,N,N,Y,N,
카페 문,서대문구,N,N,N,N,N,
왕십리주먹고기,성동구,N,N,N,N,N,트립어드바이저
마산콧털네,서초구,N,N,N,N,N,
문스타파,마포구,N,Y,N,N,Y,
정동진,성동구,N,Y,N,N,N,
깐부치킨,마포구,N,N,N,N,N,트립어드바이저
함평한우,서초구,N,N,N,N,N,
투데이호프,성동구,N,N,N,N,N,
본동해장국감자탕,서초구,N,N,N,N,N,
같이가치,서대문구,N,N,N,N,N,
양심 가게,강서구,N,N,N,Y,N,
코코이찌방야,마포구,Y,N,N,N,Y,트립어드바이저
원당감자탕,서초구,N,N,N,N,N,
다모아뷔페,성동구,Y,Y,N,N,Y,
진보,서대문구,Y,N,N,Y,N,
산동,서초구,N,N,N,N,N,트립어드바이저
금수원,성동구,N,N,N,N,N,
베이직샐러드,강서구,Y,Y,N,N,Y,
산들김밥,서초구,N,N,N,N,N,
삼겹살앤낙지,성동구,N,N,N,N,N,
프로그,마포구,N,N,N,N,N,
현대옥,강서구,Y,Y,N,N,Y,
부라문,서초구,N,N,N,N,N,
땡초꼼장어,성동구,N,N,N,N,N,
김밥천국,마포구,N,N,N,N,N,
김밥마는아저씨,강서구,N,N,N,N,N,
백옥 미식성,서초구,N,N,N,N,N,
정통남원추어탕,성동구,N,N,N,Y,N,
맛을아는친구들,강서구,N,N,N,N,N,
마포만두,마포구,N,N,N,N,N,
천복식당,서초구,Y,Y,N,N,N,
오브밀,강서구,N,Y,N,N,N,
무슈,마포구,Y,Y,N,N,N,
동도참치,서초구,N,N,N,Y,N,
기탁이네주방,강서구,Y,Y,N,N,N,
전주식당,성동구,N,N,N,N,N,
티오씨,마포구,N,N,N,N,N,
으니의수라간,강서구,N,N,N,N,N,
보배막창,성동구,N,N,N,N,N,
오리도시,마포구,N,N,N,N,N,
리얼차돌,성동구,N,N,N,N,N,
라카페,마포구,Y,Y,N,N,Y,
등촌돈까스,강서구,Y,N,N,Y,N,
철남,성동구,N,N,N,N,N,
아티제,마포구,Y,Y,N,Y,Y,
문화반점,성동구,N,N,N,N,N,
성동왕구이해물탕,성동구,N,N,N,Y,N,
유관길 참치,서초구,Y,N,N,N,N,
카베,마포구,N,N,N,N,N,
경양카츠,강서구,Y,Y,N,N,Y,
라멘트럭,마포구,Y,N,N,N,Y,
남도맛집,서초구,N,N,N,Y,N,
우밀가,강남구,Y,Y,N,N,Y,
소곱놀이,마포구,N,Y,N,N,N,"씨트립,트립어드바이저"
토가라시,강남구,N,Y,N,N,Y,
오늘와인한잔,서초구,N,N,N,N,N,
전주식당,성동구,N,N,N,N,N,
부탄츄,마포구,N,N,N,N,N,"블루리본,트립어드바이저"
이야기가 있는 나무,강남구,N,N,N,N,N,
아여수,서초구,Y,N,N,N,Y,
꼼스락,강서구,N,N,N,N,N,
순천식당,성동구,N,N,N,N,N,
개성편수,강남구,N,N,N,N,N,
신의주찹쌀순대,서초구,N,N,N,Y,N,
브레도르,강서구,Y,Y,N,N,Y,
충남식당,성동구,N,N,N,N,N,
다루마,서대문구,N,N,N,N,N,
엄마손김밥,강남구,N,N,N,N,N,
피아노,서대문구,N,N,N,N,N,
김가네김밥,마포구,N,N,N,Y,N,
옹기족발,강남구,Y,Y,N,Y,N,
마곡관,강서구,Y,Y,N,Y,Y,
테이스트,서대문구,N,N,N,N,N,
신전떡볶이,서초구,N,Y,N,N,N,
326 숯불구이,성동구,N,Y,N,N,Y,
와이너리,서초구,Y,N,N,Y,N,
엠아이스위트,서대문구,N,N,N,N,N,
이가네곱창,성동구,N,N,N,N,N,
고랑몰랑,마포구,N,Y,N,N,Y,
피자스쿨,성동구,Y,N,N,Y,N,
들풀한상,마포구,Y,Y,N,N,Y,트립어드바이저
박용채방목장,마포구,N,N,N,N,N,
탐라식당,마포구,N,N,N,N,N,
풍전 만권화밥,서대문구,N,N,N,N,N,
카츠로우,강남구,Y,Y,N,N,N,트립어드바이저
빠레트,마포구,N,Y,N,N,N,
카페 멈무이,서대문구,N,Y,N,N,N,
버드,서초구,N,N,N,N,N,
파스쿠찌,서대문구,N,N,N,N,N,
강정희 간장새우,강남구,N,N,N,N,N,
이요이요스시,마포구,Y,Y,N,N,Y,블루리본
피자스쿨,서초구,Y,N,N,Y,N,
파스쿠찌,서대문구,N,N,N,N,N,
캐나다핫도그,강남구,N,N,N,N,N,
이모맛집,마포구,N,N,N,N,N,
신신양꼬치,강남구,N,N,N,N,N,
곰셰프네,마포구,N,Y,N,Y,N,
빈플래토,성동구,Y,Y,N,Y,N,
카페띠아모,서대문구,N,Y,N,Y,Y,
창우수산 활새우직판장,강남구,Y,Y,N,N,Y,트립어드바이저
오카에리,강남구,N,N,N,Y,N,
킹콩부대찌개,성동구,N,N,N,N,Y,
가타쯔무리,서대문구,N,N,N,Y,N,
행복나들맛집,마포구,N,N,N,N,N,
파리바게뜨,성동구,N,N,N,N,N,
요술포차,강남구,N,N,N,N,N,
감술선생,마포구,N,Y,N,N,N,
커피베이,서대문구,N,N,N,N,N,
양옥주점,강서구,Y,Y,N,N,Y,
스파게티스토리,마포구,N,Y,N,N,Y,
모이드라,성동구,N,N,N,N,N,
리히트,서대문구,N,N,N,N,N,
올래곱창,강남구,N,N,N,Y,N,
자마버거,강서구,N,N,N,N,N,
카페 게이트,서초구,N,N,N,N,N,
누리정,마포구,N,N,N,N,N,
25시맥주양주,성동구,N,N,N,N,N,
커피볶는김여사,서대문구,N,N,N,N,N,
이디야커피,서초구,N,N,N,Y,N,
애채,강서구,N,Y,N,N,N,
또와요포장마차,마포구,N,N,N,N,N,
커몬드,성동구,N,N,N,N,N,
비어테라스,강남구,Y,Y,N,Y,Y,트립어드바이저
베이커리 룬,강서구,Y,N,N,N,N,
먹거리돌소곱창,성동구,N,N,N,N,N,
본솔커피,서대문구,N,N,N,N,N,
비턴,강서구,N,N,N,N,N,
일치,강남구,N,Y,N,Y,N,트립어드바이저
진소담,성동구,N,N,N,N,N,
고복식당,마포구,N,N,N,N,N,트립어드바이저
썬카페,성동구,N,N,N,N,N,
딜리셔스 테이블,강서구,N,N,N,N,N,
고향집,마포구,N,N,N,N,N,
용용선생,성동구,N,Y,N,N,Y,
카페에이치,서대문구,N,N,N,N,N,
밀크포차,강남구,N,N,N,N,N,
커피빈,서초구,N,N,N,N,N,
나들목,마포구,N,N,N,N,N,
한양대양꼬치,성동구,N,N,N,Y,N,트립어드바이저
데일리브레드,서대문구,N,N,N,Y,N,
동아엠에스푸드,서초구,N,N,N,N,N,
코엔 먹태짝태,강서구,Y,Y,N,N,Y,
새벽집,마포구,Y,Y,N,N,Y,
세븐브릭스커피,서초구,N,N,N,N,N,
우남정,강남구,N,N,N,Y,N,
요거요거,강서구,N,N,N,N,N,
본초 야채곱창,마포구,N,N,N,N,N,트립어드바이저
비비앤디,강서구,Y,Y,N,N,N,
운정,마포구,N,N,N,N,N,
파리바게뜨,서초구,N,N,N,Y,N,
다우리 한식뷔페 퓨전포차,성동구,N,N,N,N,Y,
숯불곱창나루,강서구,N,N,N,N,N,
문바,성동구,N,Y,N,Y,Y,
하이커피,강서구,Y,Y,N,N,Y,
뚜레쥬르,서초구,N,N,N,Y,N,
11월의 발자국,강서구,N,N,N,N,N,
피자홈,강남구,N,N,N,Y,N,
달포차,성동구,N,N,N,N,N,
수비닭,강서구,N,N,N,N,N,
양자강,성동구,N,N,N,N,N,
래래,성동구,N,N,N,N,N,
곱창주막,강서구,N,N,N,N,N,
우림식당,성동구,N,N,N,N,N,
"드,디어커피",강서구,N,N,N,N,N,
가마솥추어탕,성동구,N,N,N,N,N,
카페온더문,서대문구,N,Y,N,Y,N,
라싸니하오,강서구,N,N,N,N,N,
황기닭한마리,성동구,N,N,N,N,N,
4층주점,강서구,Y,Y,N,N,Y,
실비식당,성동구,N,N,N,N,N,
경(京)철판닭갈비,강서구,Y,Y,N,N,Y,
2002횟집,성동구,N,N,N,Y,N,
모이자 포차,강서구,Y,N,N,N,Y,
인생닭강정,강서구,N,N,N,N,N,
무국적식탁,강서구,N,N,N,N,N,
고메램,서초구,Y,Y,N,Y,N,
소녀방앗간,성동구,Y,Y,N,N,N,트립어드바이저
호프506,강서구,Y,N,N,N,Y,
록스플레이트,강남구,N,Y,N,Y,N,트립어드바이저
대도한식,성동구,N,N,N,N,N,
천리향 양꼬치,강서구,N,N,N,N,N,
카페파쉬노,마포구,N,N,N,N,N,
한솔식당,성동구,N,N,N,N,N,
숯돌이 곱창,강서구,N,N,N,N,N,
1984,마포구,Y,Y,N,Y,N,씨트립
생삼겹장수유황오리,성동구,N,N,N,N,N,트립어드바이저
타미,강서구,N,N,N,N,N,
군선생,서초구,Y,Y,N,Y,Y,안심식당
퍼틴,강서구,N,N,N,N,N,
술이있는 맛있는밥집,성동구,Y,N,N,Y,N,
신당동본가 떡볶이,서대문구,N,N,N,N,N,
금복주류,강서구,Y,N,N,N,Y,
행복감,서대문구,N,Y,N,N,N,
미분당,강서구,N,N,N,N,N,
맥도날드,서대문구,Y,Y,N,N,Y,
이삭토스트,강서구,N,N,N,N,N,
카페이스턴,서대문구,N,N,N,N,N,
어닝바,강서구,Y,Y,N,N,Y,
송범순대국,성동구,N,N,N,N,N,
류길상피자,강서구,N,N,N,N,N,
본가마순대국,강남구,N,N,N,N,N,
팔자보,성동구,Y,Y,N,N,N,트립어드바이저
수짬뽕,강서구,N,N,N,N,N,
청춘극장,성동구,Y,N,N,N,N,씨트립
커피체리,강서구,N,N,N,N,N,
하츠코이 오카,강남구,Y,Y,N,Y,Y,
호두커피,마포구,N,N,N,N,N,
주물럭꼼장어,성동구,N,N,N,N,N,
스시 준,마포구,N,N,N,N,N,
다옴,서초구,N,N,N,N,N,
카페 시크릿,서대문구,Y,N,N,N,Y,
프롬마틸다,강서구,Y,N,N,N,N,
시골옻닭,성동구,N,N,N,N,N,
더쿠포차,마포구,N,Y,N,N,Y,
소담골,서초구,N,N,N,N,N,
콩,서대문구,N,N,N,N,N,
제일 참 순대국,성동구,N,N,N,N,N,
가와초밥,강서구,N,N,N,N,Y,
소문난순대국왕족발,마포구,N,N,N,Y,N,
커피에반하다,서대문구,N,N,N,N,N,
모닐이네 하우스,강서구,Y,Y,N,N,Y,
22번가,강남구,Y,N,N,N,N,
서초월드분식,서초구,N,N,N,N,N,
홍떡,서대문구,N,N,N,N,N,
쌀국수의 달인,강서구,N,N,N,N,N,
장안생고기,성동구,N,N,N,N,N,
아이엔지,강남구,Y,Y,N,N,Y,트립어드바이저
보글이부대찌개&생태탕,서초구,Y,N,N,N,N,
파리크라상,서대문구,N,N,N,N,N,
상원맛가,성동구,N,N,N,N,N,
지니돈까스,마포구,N,N,N,N,N,
채원,강남구,Y,Y,N,Y,Y,
서래수,서초구,N,N,N,Y,N,
프랑세즈,강서구,N,N,N,N,N,
시골바지락손칼국수,서대문구,N,N,N,N,N,안심식당
진미곱창,성동구,N,N,N,Y,N,
톨,마포구,N,N,N,N,N,
이크케이크,강서구,Y,N,N,N,Y,
헬로양꼬치,마포구,N,N,N,Y,N,
프라이드 데이,서대문구,N,N,N,Y,N,
참치 쑈,강서구,Y,N,N,N,N,
스시나마,마포구,N,N,N,N,N,
호남갈비,서대문구,N,N,N,N,N,
가양김치찌개,강서구,N,N,N,N,N,
이태리부대찌개,강남구,N,N,N,Y,N,
간바레미나상,마포구,N,N,N,N,N,트립어드바이저
오마이엔젤 비어,서대문구,N,N,N,N,N,
오국밥,강서구,N,N,N,N,N,
여장군,마포구,Y,Y,N,N,Y,
피자앤플랫,서대문구,N,N,N,Y,N,
창고43,강서구,N,N,N,N,N,
밀크커피,마포구,N,N,N,N,N,
두배로탕수육,강서구,N,N,N,N,N,
더캐스크,마포구,N,N,N,N,N,트립어드바이저
오시오,강서구,N,Y,N,N,Y,
육회공작소,성동구,N,N,N,Y,N,
오카와리,마포구,N,N,N,N,N,
대포막창,마포구,N,Y,N,N,N,트립어드바이저
굽네치킨,강서구,N,N,N,N,N,
리튬,마포구,Y,Y,N,N,N,
좋은초밥,강서구,Y,N,N,N,Y,
브라운,마포구,N,N,N,Y,Y,트립어드바이저
미차(MICHA),강서구,N,N,N,N,N,
환이네포장마차,서대문구,N,N,N,N,N,
매드포갈릭,강남구,N,N,N,N,N,트립어드바이저
부자곱창,서초구,N,N,N,N,N,
"필,돈",강서구,Y,N,N,N,Y,
북촌손만두,마포구,N,N,N,N,N,씨트립
백년순대국,서대문구,N,N,N,N,N,
행당순대국,성동구,N,N,N,N,N,트립어드바이저
이모네전,강남구,N,N,N,Y,N,
토모야,서초구,Y,N,N,Y,Y,
돈카츠마켙,강서구,N,N,N,N,N,
맨인문,서대문구,Y,Y,N,N,Y,
네네치킨,성동구,N,N,N,N,N,
리제르바,강서구,Y,Y,N,N,Y,
홍사노가리,마포구,N,N,N,N,Y,
맥널티커피팩토리,서대문구,Y,Y,N,Y,Y,
야끼토리지중,마포구,N,N,N,N,N,
만나식당,성동구,N,N,N,N,Y,
블러섬랜드,마포구,N,N,N,N,N,
앤덴커피,강서구,Y,Y,N,N,Y,
소문난성수감자탕,성동구,Y,N,N,N,N,트립어드바이저
지전부리,강서구,N,N,N,N,N,
무등산닭한마리,성동구,N,N,N,N,N,
팔공티,강서구,Y,N,N,N,N,
마오,서초구,N,N,N,N,N,
이오카츠,마포구,N,N,N,N,N,
카페블리스,강서구,N,N,N,N,N,
포마토김밥,서초구,N,N,N,N,N,트립어드바이저
행운돈가스,성동구,N,N,N,N,N,
푸차이,마포구,Y,Y,N,N,Y,
양돼산맥,강서구,N,N,N,N,N,
루1487,서초구,N,N,N,N,N,
비어오크,성동구,N,N,N,N,N,
만나면,강서구,Y,Y,N,N,N,
본함흥면옥,서초구,Y,N,N,Y,Y,
승리부대찌개,마포구,N,N,N,N,N,
향토칼국수,성동구,N,N,N,Y,N,트립어드바이저
마포양지설렁탕,마포구,Y,Y,N,N,Y,"미쉐린 가이드,블루리본"
텟판타마고,마포구,N,N,N,N,N,
뚜띠쿠치나,마포구,Y,Y,N,N,Y,트립어드바이저
카스랑,강남구,N,N,N,N,N,
오하라식당교토,서초구,N,N,N,N,N,
서양콩차,강서구,N,N,N,N,N,
키꾸야,강남구,N,N,N,N,N,
바른치킨,마포구,N,N,N,N,N,
싱싱횟집,성동구,N,N,N,N,N,
교촌치킨,강남구,Y,Y,N,Y,Y,
황곱,마포구,N,Y,N,N,N,트립어드바이저
구마짱,강서구,N,N,N,N,N,
태기산더덕순대,서초구,N,N,N,N,N,
거북이다방,마포구,N,N,N,Y,N,
맷돌 종로빈대떡&김치찌개,강서구,Y,Y,N,N,Y,
아씨네호프,성동구,N,N,N,N,N,
미스터서왕만두,서대문구,Y,N,N,N,Y,블루리본
에너지,마포구,N,N,N,N,N,
겐조라멘,서초구,N,N,N,N,N,
포차하우스,성동구,N,N,N,N,N,
작은스페인,서대문구,Y,Y,N,N,N,
카렝,강서구,N,N,N,N,N,
양자강,성동구,Y,N,N,N,N,트립어드바이저
치즈를사랑한찜닭,서대문구,N,N,N,Y,N,안심식당
탕80,강서구,N,N,N,N,N,
홍대개미,마포구,N,N,N,N,Y,
맵당,성동구,N,N,N,N,N,
춘천닭갈비낙지철판,성동구,N,N,N,N,N,
종금양꼬치,마포구,N,N,N,N,N,
산마을돈타운,성동구,N,N,N,N,N,
초마,마포구,N,N,N,N,N,
소우정,서초구,N,N,N,N,N,
서울 은마 꽈배기,강서구,N,N,N,N,N,
코지라운지,서대문구,N,N,N,Y,N,
도스타코스,성동구,N,N,N,N,N,
서리풀김밥,서초구,N,N,N,N,N,
장수촌 풍천장어,강서구,Y,N,N,N,Y,
조은식당,성동구,N,N,N,N,N,
한우만,서초구,Y,N,N,N,N,트립어드바이저
순백빙수,강서구,N,N,N,N,N,
경수식당,성동구,N,N,N,N,N,
잇츠돈가스,강남구,N,N,N,N,N,
콩마루,마포구,N,N,N,N,N,
김밥천국,서초구,N,N,N,Y,N,
카페이시스,강서구,Y,Y,N,Y,Y,
수서역 벌교한상,강남구,Y,Y,N,N,Y,트립어드바이저
커피더캠프,마포구,N,N,N,N,N,
풍년식당,성동구,N,N,N,N,N,
베이징코야,강남구,N,N,N,Y,N,트립어드바이저
카페엘리,마포구,Y,Y,N,Y,N,
전주식당,성동구,N,N,N,N,N,
마린보이동태해물찜,성동구,N,N,N,N,N,
경주식당,마포구,N,Y,N,N,Y,트립어드바이저
송림,강남구,Y,Y,N,N,Y,모범음식점
규장,마포구,N,N,N,N,N,
커피빈,강남구,N,N,N,N,N,
소행,성동구,N,Y,N,N,N,
36.5도여름,마포구,N,Y,N,N,N,
개포마을,강남구,N,N,N,N,N,
다현목포갯벌산낙지전문점,성동구,N,N,N,Y,N,모범음식점
도마,마포구,N,Y,N,N,Y,
미스터시래기,강남구,Y,Y,N,N,N,트립어드바이저
황토길,마포구,N,N,N,N,N,트립어드바이저
뻘밭에핀꽃,강남구,Y,Y,N,Y,Y,
청춘예찬,성동구,N,N,N,Y,N,
향넝쿨,마포구,N,N,N,N,N,
꺼먹촌정육식당,마포구,N,Y,N,N,N,
태양각,성동구,N,N,N,N,N,
원조마포할머니빈대떡본관,마포구,N,N,N,N,N,트립어드바이저
이디야커피,성동구,N,N,N,N,N,
삼거리포차,마포구,N,N,N,N,N,
풍년정,성동구,N,N,N,N,N,
맥락칼국수,성동구,N,N,N,N,N,
소담,마포구,Y,Y,N,N,Y,안심식당
투다리,마포구,N,N,N,N,N,트립어드바이저
홀렌,강서구,Y,Y,N,N,N,
크루아상 148,강서구,Y,Y,N,N,Y,
부대찌개 연,강남구,N,N,N,Y,N,
카페라쿤,마포구,N,Y,N,Y,Y,
떳따삼겹,강서구,N,N,N,N,N,
해장쿡,강서구,N,Y,N,N,N,
왕십리한고기,성동구,N,N,N,N,N,
통돼지두루치기김치찌개전문점,성동구,Y,N,N,N,N,
짱똘아찌네 북해도,강남구,N,N,N,N,N,
파리바게뜨,성동구,N,N,N,Y,N,
조가네 부엌,강남구,Y,N,N,N,N,
명인당 족발보쌈,강서구,N,N,N,N,N,
한성돈까스,서초구,N,N,N,Y,N,
주궁,성동구,N,N,N,N,N,
진서방곱이네,성동구,N,N,N,Y,Y,
레드제플린,강남구,N,N,N,N,N,
개화,서초구,Y,Y,N,Y,Y,
밀스토랑,강서구,Y,Y,N,N,N,
선릉설렁탕,강남구,N,N,N,N,N,
뚝섬김밥,성동구,N,N,N,N,N,트립어드바이저
제이룸은 버거입니다,강서구,Y,N,N,N,N,
청담 오후,강남구,N,Y,N,N,Y,
촌집식당,성동구,N,N,N,N,N,
돼지상륙작전,강서구,N,N,N,N,N,
푸른햇살,성동구,N,N,N,N,N,
얌얌커피,강서구,N,Y,N,N,Y,
김준석꼬치,강남구,N,N,N,N,N,트립어드바이저
장충왕족발,성동구,N,N,N,Y,N,트립어드바이저
도드람식당,강남구,N,N,N,N,N,
비쥬디저트샵,강서구,N,Y,N,N,Y,
카페 페라,서초구,N,N,N,N,N,트립어드바이저
금호동 술집,성동구,N,N,N,N,N,
보트르메종,강남구,Y,Y,N,Y,Y,"미쉐린 가이드,블루리본"
카페 플랜제로,강서구,Y,Y,N,N,Y,
전초전,성동구,N,Y,N,N,Y,
교동짬뽕,서초구,N,N,N,N,N,
불간짬뽕,강서구,Y,Y,N,N,Y,
포차쌀롱,성동구,N,N,N,N,N,
미도식당,서초구,N,N,N,N,N,
제임스시카고피자,서대문구,N,Y,N,Y,Y,
원당골,강남구,N,N,N,Y,N,
공차,성동구,N,Y,N,N,N,
큰곰자리,마포구,N,N,N,N,N,
비어팩토리,서초구,N,N,N,N,N,
오프닛,강서구,Y,Y,N,N,Y,
위트러스트커피 게이샤랩,마포구,N,N,N,N,N,
곱분이곱창,강서구,Y,Y,N,N,Y,
만추,서초구,N,Y,N,N,N,안심식당
카페블루오 행복마루,마포구,N,N,N,N,N,
포차윤,성동구,N,N,N,N,N,
콩달콩달 과일도시락,강서구,N,N,N,N,N,
달빛식당,강남구,N,N,N,N,N,
고창식당,서초구,N,N,N,N,N,
스노잉,마포구,N,Y,N,N,Y,
깐부치킨,서초구,N,N,N,Y,N,트립어드바이저
우정생삼겹살,강남구,N,N,N,Y,N,
대흥분식,마포구,N,N,N,N,N,
짱주먹밥,마포구,N,N,N,N,N,
성수식당,성동구,N,N,N,N,N,
뜸들이다,강서구,N,Y,N,N,Y,
마곡수산,강서구,N,N,N,N,N,
본도시락,서초구,N,N,N,N,N,
파스텔커피웍스,마포구,N,Y,N,N,N,"블루리본,애견동반"
조개랑곱창,성동구,Y,N,N,N,N,
생선생,강남구,Y,N,N,Y,N,
현명식탁,서대문구,Y,Y,N,N,Y,안심식당
교촌치킨 한양대점,성동구,N,Y,N,N,Y,
비윰,서대문구,N,N,N,N,N,
어다미,서초구,Y,Y,N,N,N,
이디야커피,마포구,N,N,N,N,N,
미성숯불갈비,성동구,N,N,N,N,N,
애솔촌 고기마을,성동구,N,Y,N,Y,Y,
서울치킨,강서구,N,N,N,N,N,
마포시니어클럽,마포구,N,N,N,N,N,
코벤트가든,강남구,Y,Y,N,N,Y,트립어드바이저
구일당,서대문구,N,N,N,N,N,
59쌀피자,강서구,Y,N,N,N,N,
가배두림,마포구,N,N,N,N,N,
리즈 하우스,강남구,Y,Y,N,Y,N,
서래골뚝배기,서초구,Y,Y,N,N,Y,
어서비어,서대문구,N,N,N,Y,N,
카쿠레카츠,강서구,Y,Y,N,N,Y,
카페로비,마포구,N,Y,N,Y,N,
하노이의아침,서초구,N,N,N,N,N,트립어드바이저
졸리데이,강서구,N,Y,N,N,Y,
이디야커피,마포구,N,N,N,N,N,
봉피양샤브,서초구,N,N,N,Y,N,
송포도,강서구,N,N,N,N,N,
파스쿠찌,마포구,N,N,N,N,N,
효자동설렁탕,강서구,N,Y,N,N,N,
커피빈,마포구,N,N,N,Y,N,
중화식탁,강서구,N,N,N,N,N,
일미식당,성동구,N,N,N,N,N,
골든그릴,강서구,Y,Y,N,N,Y,
오래식당,성동구,N,N,N,N,N,
돈카츠 인정,강서구,Y,N,N,N,Y,
조은세상호프,성동구,N,Y,N,Y,N,
Jazzda카페,마포구,N,N,N,Y,N,
유가네통닭,서대문구,N,N,N,N,N,
사미식당,강서구,Y,Y,N,N,Y,
일야꽃마름가좌역점,서대문구,N,N,N,N,N,
롯데리아,마포구,N,N,N,N,N,
더벤티,강서구,N,Y,N,N,N,
짬뽕주의,서대문구,N,Y,N,N,Y,
이디야커피,마포구,Y,Y,N,N,Y,
신전떡볶이,마포구,N,N,N,N,N,
또보겠지떡볶이집,서대문구,N,N,N,N,N,
와글바글,서대문구,N,N,N,N,N,
미가푸드,서대문구,N,N,N,N,N,
옛날장터치킨,서대문구,N,N,N,N,N,
스퀘어가든,서초구,Y,Y,N,N,N,"씨트립,트립어드바이저"
더블하모니,마포구,N,N,N,N,N,
해밀철판동태찜,서대문구,N,N,N,N,N,
봄꽃김밥,서대문구,N,N,N,Y,N,안심식당
빵나무,마포구,Y,Y,N,N,N,"블루리본,트립어드바이저"
일도씨곱창,강남구,Y,N,N,N,N,"씨트립,트립어드바이저"
파리바게뜨,마포구,N,N,N,N,N,
봉화전,강남구,N,N,N,Y,N,트립어드바이저
이조,서초구,Y,Y,N,N,N,
옛날그맛명동칼국수,서초구,N,N,N,N,N,
장맛손칼국수,성동구,Y,N,N,N,Y,
파리바게뜨,마포구,Y,Y,N,N,N,
영동 소금구이,서초구,N,N,N,Y,N,트립어드바이저
일품생고기,성동구,Y,Y,N,N,Y,
앤티앤스,마포구,Y,Y,N,N,Y,
돌아온 옛날통닭,강서구,N,N,N,N,N,
25시뼈다귀해장탕,성동구,N,N,N,N,N,
토끼굴,마포구,N,N,N,N,N,
꿩칼국수,성동구,Y,N,N,N,N,
참시래기,서초구,N,N,N,N,N,
마산사모님아구찜,강서구,Y,N,N,N,N,
하누 황금 도야지,성동구,N,N,N,N,N,
김밥천국,서초구,N,N,N,Y,N,
나즈드라비,강남구,Y,Y,N,Y,Y,트립어드바이저
88수호랑,마포구,N,N,N,N,N,
홍가네해장국,성동구,N,N,N,N,N,
마왕떡볶이,마포구,Y,N,N,N,Y,
더릴리,강서구,N,Y,N,N,Y,
찐짜솥뚜껑삼겹살갈비,성동구,N,N,N,N,N,
장충한방족발,마포구,N,N,N,Y,Y,
반달커피,강서구,N,N,N,N,N,
제이스플레이트,성동구,N,Y,N,N,N,
미소야,강남구,N,N,N,Y,N,
쌀통에 퐁닭,마포구,N,Y,N,N,Y,
스시곰,강서구,N,N,N,N,N,
다향,서대문구,N,N,N,N,N,
영구스피자,성동구,N,N,N,N,N,
무코,강서구,N,N,N,N,N,
곰작골 나주곰탕,마포구,N,N,N,N,N,안심식당
민정이네 순대국,서대문구,N,N,N,N,N,
달나라 분식,강서구,N,N,N,N,N,
고주파,마포구,N,N,N,N,N,
신라스테이서대문 카페,서대문구,Y,Y,N,N,Y,
오땅비어,성동구,N,N,N,N,Y,
공항동,강서구,Y,N,N,N,N,
장터생선구이,마포구,N,N,N,Y,N,
교촌치킨,서대문구,N,N,N,N,N,
둘둘치킨,성동구,N,N,N,Y,N,
토리덴,서대문구,N,Y,N,N,N,
메멘토케이크,강서구,Y,N,N,N,N,
동막골,서대문구,N,N,N,N,N,
레츠그릭,강서구,N,Y,N,N,Y,
롤링파스타,성동구,N,N,N,N,N,
포라임,마포구,N,N,N,Y,N,
들향기가,서대문구,Y,Y,N,Y,N,
방화 활어직판장,강서구,N,N,N,N,N,
아랫목식당,성동구,N,N,N,N,N,
요거트 아이스크림의 정석,강서구,N,N,N,N,N,
수제비먹는닭갈비,성동구,Y,N,N,N,N,
환이네뭉티기,강서구,N,Y,N,N,N,
알척,마포구,N,Y,N,N,N,씨트립
달리는포차,성동구,N,N,N,N,N,
배떡,강서구,N,N,N,N,N,
로프커피,마포구,N,N,N,N,N,
빅토리식당,성동구,N,N,N,N,N,
일품한우,강서구,Y,N,N,N,N,
청춘호프,마포구,N,N,N,N,N,
동래파전,성동구,N,N,N,N,N,
보라네홈밥,서대문구,N,N,N,N,N,
파파인,강서구,N,N,N,N,N,
카페 고은별,광진구,N,Y,N,N,Y,
떼루와,성동구,N,N,N,N,N,
아이스걸크림보이,강서구,Y,Y,N,N,Y,
카페다온,서대문구,N,Y,N,N,N,
마포집,마포구,N,N,N,Y,N,
성화칼국수,서대문구,N,N,N,N,N,
상수포차,마포구,N,Y,N,N,N,
무쇠막생고기,성동구,N,N,N,N,N,
수빈,서대문구,Y,Y,N,Y,Y,"블루리본,씨트립,안심식당"
김영태 스시앤사시미마을,강서구,N,N,N,N,N,
비사벌 전주 콩나물 국밥,성동구,N,N,N,N,N,모범음식점
스시경,마포구,N,N,N,Y,N,
꾸꾸케이크,강서구,Y,N,N,N,Y,
전남해물탕,성동구,N,N,N,N,N,
생어거스틴,마포구,Y,Y,N,N,Y,
뉴욕버거,강서구,Y,N,N,N,N,
